DATAFLOW,LAST UPDATE,freq,frequenc,deg_urb,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,EE,2014,16.6,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,EL,2014,11.3,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,ES,2014,20.2,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,EU27_2020,2014,19.2,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,EU28,2014,20.0,e
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,FI,2014,31.4,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,HR,2014,15.3,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,HU,2014,5.7,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,IE,2014,10.9,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,IS,2014,28.6,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,IT,2014,6.9,d
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,LT,2014,18.2,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,LU,2014,18.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,LV,2014,15.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,MT,2014,19.4,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,NO,2014,0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,PL,2014,21.3,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,PT,2014,17.4,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,RO,2014,10.2,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,SE,2014,24.1,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,SI,2014,32.7,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,SK,2014,17.1,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,TR,2014,0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-24,PC,UK,2014,29.1,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,AT,2014,23.1,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,BE,2014,19.3,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,BG,2014,5.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,CY,2014,3.1,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,CZ,2014,26.7,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,DE,2014,30.9,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,DK,2014,25.7,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,EE,2014,26.0,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,EL,2014,13.9,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,ES,2014,17.1,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,EU27_2020,2014,20.6,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,EU28,2014,21.8,e
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,FI,2014,36.9,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,HR,2014,12.4,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,HU,2014,10.7,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,IE,2014,20.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,IS,2014,41.8,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,IT,2014,7.8,d
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,LT,2014,19.7,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,LU,2014,20.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,LV,2014,20.3,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,MT,2014,23.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,NO,2014,0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,PL,2014,21.4,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,PT,2014,18.4,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,RO,2014,14.4,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,SE,2014,28.3,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,SI,2014,29.1,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,SK,2014,14.9,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,TR,2014,0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-29,PC,UK,2014,33.7,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,AT,2014,20.4,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,BE,2014,17.8,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,BG,2014,12.9,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,CY,2014,2.3,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,CZ,2014,22.2,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,DE,2014,28.4,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,DK,2014,41.7,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,EE,2014,37.2,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,EL,2014,11.6,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,ES,2014,11.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,EU27_2020,2014,18.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,EU28,2014,19.7,e
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,FI,2014,36.9,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,HR,2014,9.2,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,HU,2014,9.2,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,IE,2014,26.7,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,IS,2014,40.3,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,IT,2014,7.1,d
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,LT,2014,24.1,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,LU,2014,20.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,LV,2014,20.0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,MT,2014,22.0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,NO,2014,0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,PL,2014,23.7,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,PT,2014,9.7,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,RO,2014,15.8,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,SE,2014,27.1,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,SI,2014,23.0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,SK,2014,13.9,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,TR,2014,0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y15-64,PC,UK,2014,29.3,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,AT,2014,27.2,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,BE,2014,15.3,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,BG,2014,7.0,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,CY,2014,4.4,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,CZ,2014,38.4,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,DE,2014,29.4,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,DK,2014,24.5,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,EE,2014,29.3,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,EL,2014,13.6,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,ES,2014,24.0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,EU27_2020,2014,22.0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,EU28,2014,22.8,e
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,FI,2014,31.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,HR,2014,21.0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,HU,2014,6.6,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,IE,2014,13.1,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,IS,2014,35.9,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,IT,2014,8.8,d
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,LT,2014,17.0,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,LU,2014,20.0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,LV,2014,18.6,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,MT,2014,17.4,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,NO,2014,0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,PL,2014,29.3,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,PT,2014,20.8,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,RO,2014,14.6,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,SE,2014,30.7,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,SI,2014,31.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,SK,2014,22.2,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,TR,2014,0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-24,PC,UK,2014,30.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,AT,2014,24.6,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,BE,2014,19.0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,BG,2014,12.8,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,CY,2014,2.6,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,CZ,2014,24.4,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,DE,2014,30.1,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,DK,2014,44.0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,EE,2014,34.3,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,EL,2014,12.7,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,ES,2014,15.2,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,EU27_2020,2014,20.6,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,EU28,2014,22.3,e
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,FI,2014,45.2,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,HR,2014,11.3,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,HU,2014,9.7,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,IE,2014,28.6,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,IS,2014,49.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,IT,2014,8.9,d
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,LT,2014,24.8,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,LU,2014,21.9,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,LV,2014,24.2,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,MT,2014,23.0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,NO,2014,0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,PL,2014,27.0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,PT,2014,13.2,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,RO,2014,18.2,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,SE,2014,32.8,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,SI,2014,27.7,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,SK,2014,16.1,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,TR,2014,0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-44,PC,UK,2014,34.8,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,AT,2014,20.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,BE,2014,18.6,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,BG,2014,13.3,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,CY,2014,2.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,CZ,2014,22.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,DE,2014,28.6,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,DK,2014,42.3,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,EE,2014,39.5,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,EL,2014,11.9,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,ES,2014,11.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,EU27_2020,2014,18.8,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,EU28,2014,20.0,e
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,FI,2014,37.2,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,HR,2014,9.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,HU,2014,9.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,IE,2014,28.3,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,IS,2014,42.3,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,IT,2014,7.3,d
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,LT,2014,24.1,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,LU,2014,20.9,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,LV,2014,20.6,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,MT,2014,21.8,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,NO,2014,0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,PL,2014,24.6,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,PT,2014,9.7,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,RO,2014,16.6,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,SE,2014,28.2,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,SI,2014,22.5,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,SK,2014,14.4,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,TR,2014,0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y18-64,PC,UK,2014,29.4,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y20-24,PC,AT,2014,28.0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y20-24,PC,BE,2014,13.5,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y20-24,PC,BG,2014,11.5,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y20-24,PC,CY,2014,5.1,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y20-24,PC,CZ,2014,41.0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y20-24,PC,DE,2014,27.6,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y20-24,PC,DK,2014,32.1,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y20-24,PC,EE,2014,,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y20-24,PC,EL,2014,17.9,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y20-24,PC,ES,2014,27.0,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y20-24,PC,EU28,2014,23.5,e
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y20-24,PC,FI,2014,29.7,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y20-24,PC,HR,2014,23.9,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y20-24,PC,HU,2014,7.1,
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y20-24,PC,IE,2014,10.2,u
ESTAT:HLTH_EHIS_AL3U(1.0),21/03/19 23:00:00,A,LT1M,DEG2,F,Y20-24,PC,IS,2014,48.4,u
