DATAFLOW,LAST UPDATE,freq,unit,frequenc,isced11,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,CY,2019,29.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,CZ,2014,14.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,CZ,2019,15.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,DE,2014,13.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,DE,2019,21.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,DK,2014,8.7,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,DK,2019,9.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,EE,2014,19.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,EE,2019,22.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,EL,2014,32.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,EL,2019,28.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,ES,2014,31.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,ES,2019,33.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,EU27_2020,2014,25.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,EU27_2020,2019,26.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,EU28,2014,23.9,e
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,FI,2014,15.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,FR,2019,23.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,HR,2014,43.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,HR,2019,38.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,HU,2014,29.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,HU,2019,29.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,IE,2014,18.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,IE,2019,22.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,IS,2014,19.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,IS,2019,19.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,IT,2014,32.8,d
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,IT,2019,34.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,LT,2014,24.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,LT,2019,28.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,LU,2014,17.7,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,LU,2019,17.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,LV,2014,23.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,LV,2019,27.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,MT,2014,24.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,MT,2019,32.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,NL,2019,22.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,NO,2014,18.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,NO,2019,15.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,PL,2014,27.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,PL,2019,25.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,PT,2014,30.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,PT,2019,30.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,RO,2014,42.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,RO,2019,30.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,RS,2019,50.7,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,SE,2014,17.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,SE,2019,19.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,SI,2014,23.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,SI,2019,26.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,SK,2014,28.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,SK,2019,28.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,TR,2014,85.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,TR,2019,85.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,UK,2014,16.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,AT,2014,31.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,AT,2019,34.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,BE,2014,37.8,u
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,BE,2019,40.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,BG,2014,19.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,BG,2019,23.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,CY,2014,16.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,CY,2019,17.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,CZ,2014,34.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,CZ,2019,33.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,DE,2014,39.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,DE,2019,32.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,DK,2014,40.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,DK,2019,39.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,EE,2014,18.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,EE,2019,20.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,EL,2014,23.7,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,EL,2019,25.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,ES,2014,22.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,ES,2019,22.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,EU27_2020,2014,27.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,EU27_2020,2019,28.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,EU28,2014,29.6,e
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,FI,2014,36.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,FR,2019,34.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,HR,2014,14.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,HR,2019,17.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,HU,2014,16.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,HU,2019,19.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,IE,2014,41.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,IE,2019,39.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,IS,2014,19.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,IS,2019,21.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,IT,2014,24.4,d
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,IT,2019,29.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,LT,2014,12.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,LT,2019,12.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,LU,2014,40.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,LU,2019,43.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,LV,2014,13.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,LV,2019,12.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,MT,2014,28.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,MT,2019,28.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,NL,2019,47.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,NO,2014,29.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,NO,2019,35.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,PL,2014,16.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,PL,2019,16.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,PT,2014,19.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,PT,2019,22.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,RO,2014,15.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,RO,2019,19.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,RS,2019,13.5,u
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,SE,2014,36.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,SE,2019,36.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,SI,2014,26.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,SI,2019,24.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,SK,2014,15.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,SK,2019,19.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,TR,2014,2.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,TR,2019,3.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,WEEK,TOTAL,T,TOTAL,UK,2014,45.0,
